movement_id,production_order_id,material_id,material_name,movement_type,quantity,unit
SM0001255,PO000579,M011,Industrial Coolant,Consumption,190.0,Litre
SM0001256,PO000580,M003,Stainless Steel,Consumption,3328.0,Kg
SM0001257,PO000580,M012,Electronic Sensors,Consumption,832.0,Piece
SM0001258,PO000581,M002,Forged Steel,Consumption,3768.0,Kg
SM0001259,PO000581,M014,Hydraulic Fluid,Consumption,376.8,Litre
SM0001260,PO000582,M001,Cast Iron,Consumption,8064.0,Kg
SM0001261,PO000582,M015,Protective Coating,Consumption,172.8,Litre
SM0001262,PO000583,M001,Cast Iron,Consumption,18360.0,Kg
SM0001263,PO000583,M010,Lubricating Oil,Consumption,163.2,Litre
SM0001264,PO000583,M011,Industrial Coolant,Consumption,326.4,Litre
SM0001265,PO000584,M002,Forged Steel,Consumption,8074.0,Kg
SM0001266,PO000584,M010,Lubricating Oil,Consumption,110.1,Litre
SM0001267,PO000585,M004,Aluminium Alloy,Consumption,5904.0,Kg
SM0001268,PO000585,M011,Industrial Coolant,Consumption,184.5,Litre
SM0001269,PO000586,M003,Stainless Steel,Consumption,3392.0,Kg
SM0001270,PO000586,M012,Electronic Sensors,Consumption,848.0,Piece
SM0001271,PO000587,M002,Forged Steel,Consumption,3324.0,Kg
SM0001272,PO000587,M014,Hydraulic Fluid,Consumption,332.4,Litre
SM0001273,PO000588,M001,Cast Iron,Consumption,6804.0,Kg
SM0001274,PO000588,M015,Protective Coating,Consumption,145.8,Litre
SM0001275,PO000589,M001,Cast Iron,Consumption,17010.0,Kg
SM0001276,PO000589,M010,Lubricating Oil,Consumption,151.2,Litre
SM0001277,PO000589,M011,Industrial Coolant,Consumption,302.4,Litre
SM0001278,PO000590,M002,Forged Steel,Consumption,7018.0,Kg
SM0001279,PO000590,M010,Lubricating Oil,Consumption,95.7,Litre
SM0001280,PO000591,M004,Aluminium Alloy,Consumption,5552.0,Kg
SM0001281,PO000591,M011,Industrial Coolant,Consumption,173.5,Litre
SM0001282,PO000592,M003,Stainless Steel,Consumption,3352.0,Kg
SM0001283,PO000592,M012,Electronic Sensors,Consumption,838.0,Piece
SM0001284,PO000593,M002,Forged Steel,Consumption,3312.0,Kg
SM0001285,PO000593,M014,Hydraulic Fluid,Consumption,331.2,Litre
SM0001286,PO000594,M001,Cast Iron,Consumption,7448.0,Kg
SM0001287,PO000594,M015,Protective Coating,Consumption,159.6,Litre
SM0001288,PO000595,M001,Cast Iron,Consumption,19215.0,Kg
SM0001289,PO000595,M010,Lubricating Oil,Consumption,170.8,Litre
SM0001290,PO000595,M011,Industrial Coolant,Consumption,341.6,Litre
SM0001291,PO000596,M002,Forged Steel,Consumption,8162.0,Kg
SM0001292,PO000596,M010,Lubricating Oil,Consumption,111.3,Litre
SM0001293,PO000597,M004,Aluminium Alloy,Consumption,6512.0,Kg
SM0001294,PO000597,M011,Industrial Coolant,Consumption,203.5,Litre
SM0001295,PO000598,M003,Stainless Steel,Consumption,3488.0,Kg
SM0001296,PO000598,M012,Electronic Sensors,Consumption,872.0,Piece
SM0001297,PO000599,M002,Forged Steel,Consumption,3324.0,Kg
SM0001298,PO000599,M014,Hydraulic Fluid,Consumption,332.4,Litre
SM0001299,PO000600,M001,Cast Iron,Consumption,7672.0,Kg
SM0001300,PO000600,M015,Protective Coating,Consumption,164.4,Litre
SM0001301,PO000601,M001,Cast Iron,Consumption,19305.0,Kg
SM0001302,PO000601,M010,Lubricating Oil,Consumption,171.6,Litre
SM0001303,PO000601,M011,Industrial Coolant,Consumption,343.2,Litre
SM0001304,PO000602,M002,Forged Steel,Consumption,7986.0,Kg
SM0001305,PO000602,M010,Lubricating Oil,Consumption,108.9,Litre
SM0001306,PO000603,M004,Aluminium Alloy,Consumption,6208.0,Kg
SM0001307,PO000603,M011,Industrial Coolant,Consumption,194.0,Litre
SM0001308,PO000604,M003,Stainless Steel,Consumption,3224.0,Kg
SM0001309,PO000604,M012,Electronic Sensors,Consumption,806.0,Piece
SM0001310,PO000605,M002,Forged Steel,Consumption,3324.0,Kg
SM0001311,PO000605,M014,Hydraulic Fluid,Consumption,332.4,Litre
SM0001312,PO000606,M001,Cast Iron,Consumption,7672.0,Kg
SM0001313,PO000606,M015,Protective Coating,Consumption,164.4,Litre
SM0001314,PO000607,M001,Cast Iron,Consumption,18135.0,Kg
SM0001315,PO000607,M010,Lubricating Oil,Consumption,161.2,Litre
SM0001316,PO000607,M011,Industrial Coolant,Consumption,322.4,Litre
SM0001317,PO000608,M002,Forged Steel,Consumption,8118.0,Kg
SM0001318,PO000608,M010,Lubricating Oil,Consumption,110.7,Litre
SM0001319,PO000609,M004,Aluminium Alloy,Consumption,6192.0,Kg
SM0001320,PO000609,M011,Industrial Coolant,Consumption,193.5,Litre
SM0001321,PO000610,M003,Stainless Steel,Consumption,3360.0,Kg
SM0001322,PO000610,M012,Electronic Sensors,Consumption,840.0,Piece
SM0001323,PO000611,M002,Forged Steel,Consumption,3924.0,Kg
SM0001324,PO000611,M014,Hydraulic Fluid,Consumption,392.4,Litre
SM0001325,PO000612,M001,Cast Iron,Consumption,6636.0,Kg
SM0001326,PO000612,M015,Protective Coating,Consumption,142.2,Litre
SM0001327,PO000613,M001,Cast Iron,Consumption,17865.0,Kg
SM0001328,PO000613,M010,Lubricating Oil,Consumption,158.8,Litre
SM0001329,PO000613,M011,Industrial Coolant,Consumption,317.6,Litre
SM0001330,PO000614,M002,Forged Steel,Consumption,8008.0,Kg
SM0001331,PO000614,M010,Lubricating Oil,Consumption,109.2,Litre
SM0001332,PO000615,M004,Aluminium Alloy,Consumption,5376.0,Kg
SM0001333,PO000615,M011,Industrial Coolant,Consumption,168.0,Litre
SM0001334,PO000616,M003,Stainless Steel,Consumption,3608.0,Kg
SM0001335,PO000616,M012,Electronic Sensors,Consumption,902.0,Piece
SM0001336,PO000617,M002,Forged Steel,Consumption,3996.0,Kg
SM0001337,PO000617,M014,Hydraulic Fluid,Consumption,399.6,Litre
SM0001338,PO000618,M001,Cast Iron,Consumption,7252.0,Kg
SM0001339,PO000618,M015,Protective Coating,Consumption,155.4,Litre
SM0001340,PO000619,M001,Cast Iron,Consumption,18090.0,Kg
SM0001341,PO000619,M010,Lubricating Oil,Consumption,160.8,Litre
SM0001342,PO000619,M011,Industrial Coolant,Consumption,321.6,Litre
SM0001343,PO000620,M002,Forged Steel,Consumption,8272.0,Kg
SM0001344,PO000620,M010,Lubricating Oil,Consumption,112.8,Litre
SM0001345,PO000621,M004,Aluminium Alloy,Consumption,6592.0,Kg
SM0001346,PO000621,M011,Industrial Coolant,Consumption,206.0,Litre
SM0001347,PO000622,M003,Stainless Steel,Consumption,3496.0,Kg
SM0001348,PO000622,M012,Electronic Sensors,Consumption,874.0,Piece
SM0001349,PO000623,M002,Forged Steel,Consumption,3792.0,Kg
SM0001350,PO000623,M014,Hydraulic Fluid,Consumption,379.2,Litre
SM0001351,PO000624,M001,Cast Iron,Consumption,7896.0,Kg
SM0001352,PO000624,M015,Protective Coating,Consumption,169.2,Litre
SM0001353,PO000625,M001,Cast Iron,Consumption,16785.0,Kg
SM0001354,PO000625,M010,Lubricating Oil,Consumption,149.2,Litre
SM0001355,PO000625,M011,Industrial Coolant,Consumption,298.4,Litre
SM0001356,PO000626,M002,Forged Steel,Consumption,8206.0,Kg
SM0001357,PO000626,M010,Lubricating Oil,Consumption,111.9,Litre
SM0001358,PO000627,M004,Aluminium Alloy,Consumption,5968.0,Kg
SM0001359,PO000627,M011,Industrial Coolant,Consumption,186.5,Litre
SM0001360,PO000628,M003,Stainless Steel,Consumption,3872.0,Kg
SM0001361,PO000628,M012,Electronic Sensors,Consumption,968.0,Piece
SM0001362,PO000629,M002,Forged Steel,Consumption,3420.0,Kg
SM0001363,PO000629,M014,Hydraulic Fluid,Consumption,342.0,Litre
SM0001364,PO000630,M001,Cast Iron,Consumption,8260.0,Kg
SM0001365,PO000630,M015,Protective Coating,Consumption,177.0,Litre
SM0001366,PO000631,M001,Cast Iron,Consumption,19125.0,Kg
SM0001367,PO000631,M010,Lubricating Oil,Consumption,170.0,Litre
SM0001368,PO000631,M011,Industrial Coolant,Consumption,340.0,Litre
SM0001369,PO000632,M002,Forged Steel,Consumption,7546.0,Kg
SM0001370,PO000632,M010,Lubricating Oil,Consumption,102.9,Litre
SM0001371,PO000633,M004,Aluminium Alloy,Consumption,6336.0,Kg
SM0001372,PO000633,M011,Industrial Coolant,Consumption,198.0,Litre
SM0001373,PO000634,M003,Stainless Steel,Consumption,3840.0,Kg
SM0001374,PO000634,M012,Electronic Sensors,Consumption,960.0,Piece
SM0001375,PO000635,M002,Forged Steel,Consumption,3756.0,Kg
SM0001376,PO000635,M014,Hydraulic Fluid,Consumption,375.6,Litre
SM0001377,PO000636,M001,Cast Iron,Consumption,7112.0,Kg
SM0001378,PO000636,M015,Protective Coating,Consumption,152.4,Litre
SM0001379,PO000637,M001,Cast Iron,Consumption,17865.0,Kg
SM0001380,PO000637,M010,Lubricating Oil,Consumption,158.8,Litre
SM0001381,PO000637,M011,Industrial Coolant,Consumption,317.6,Litre
SM0001382,PO000638,M002,Forged Steel,Consumption,7238.0,Kg
SM0001383,PO000638,M010,Lubricating Oil,Consumption,98.7,Litre
SM0001384,PO000639,M004,Aluminium Alloy,Consumption,5440.0,Kg
SM0001385,PO000639,M011,Industrial Coolant,Consumption,170.0,Litre
SM0001386,PO000640,M003,Stainless Steel,Consumption,3680.0,Kg
SM0001387,PO000640,M012,Electronic Sensors,Consumption,920.0,Piece
SM0001388,PO000641,M002,Forged Steel,Consumption,4020.0,Kg
SM0001389,PO000641,M014,Hydraulic Fluid,Consumption,402.0,Litre
SM0001390,PO000642,M001,Cast Iron,Consumption,7140.0,Kg
SM0001391,PO000642,M015,Protective Coating,Consumption,153.0,Litre
SM0001392,PO000643,M001,Cast Iron,Consumption,19350.0,Kg
SM0001393,PO000643,M010,Lubricating Oil,Consumption,172.0,Litre
SM0001394,PO000643,M011,Industrial Coolant,Consumption,344.0,Litre
SM0001395,PO000644,M002,Forged Steel,Consumption,7040.0,Kg
SM0001396,PO000644,M010,Lubricating Oil,Consumption,96.0,Litre
SM0001397,PO000645,M004,Aluminium Alloy,Consumption,6528.0,Kg
SM0001398,PO000645,M011,Industrial Coolant,Consumption,204.0,Litre
SM0001399,PO000646,M003,Stainless Steel,Consumption,3608.0,Kg
SM0001400,PO000646,M012,Electronic Sensors,Consumption,902.0,Piece
SM0001401,PO000647,M002,Forged Steel,Consumption,3768.0,Kg
SM0001402,PO000647,M014,Hydraulic Fluid,Consumption,376.8,Litre
SM0001403,PO000648,M001,Cast Iron,Consumption,7000.0,Kg
SM0001404,PO000648,M015,Protective Coating,Consumption,150.0,Litre
SM0001405,PO000649,M001,Cast Iron,Consumption,17595.0,Kg
SM0001406,PO000649,M010,Lubricating Oil,Consumption,156.4,Litre
SM0001407,PO000649,M011,Industrial Coolant,Consumption,312.8,Litre
SM0001408,PO000650,M002,Forged Steel,Consumption,7238.0,Kg
SM0001409,PO000650,M010,Lubricating Oil,Consumption,98.7,Litre
SM0001410,PO000651,M004,Aluminium Alloy,Consumption,5920.0,Kg
SM0001411,PO000651,M011,Industrial Coolant,Consumption,185.0,Litre
SM0001412,PO000652,M003,Stainless Steel,Consumption,3544.0,Kg
SM0001413,PO000652,M012,Electronic Sensors,Consumption,886.0,Piece
SM0001414,PO000653,M002,Forged Steel,Consumption,3876.0,Kg
SM0001415,PO000653,M014,Hydraulic Fluid,Consumption,387.6,Litre
SM0001416,PO000654,M001,Cast Iron,Consumption,7924.0,Kg
SM0001417,PO000654,M015,Protective Coating,Consumption,169.8,Litre
SM0001418,PO000655,M001,Cast Iron,Consumption,18900.0,Kg
SM0001419,PO000655,M010,Lubricating Oil,Consumption,168.0,Litre
SM0001420,PO000655,M011,Industrial Coolant,Consumption,336.0,Litre
SM0001421,PO000656,M002,Forged Steel,Consumption,7172.0,Kg
SM0001422,PO000656,M010,Lubricating Oil,Consumption,97.8,Litre
SM0001423,PO000657,M004,Aluminium Alloy,Consumption,5808.0,Kg
SM0001424,PO000657,M011,Industrial Coolant,Consumption,181.5,Litre
SM0001425,PO000658,M003,Stainless Steel,Consumption,3656.0,Kg
SM0001426,PO000658,M012,Electronic Sensors,Consumption,914.0,Piece
SM0001427,PO000659,M002,Forged Steel,Consumption,3384.0,Kg
SM0001428,PO000659,M014,Hydraulic Fluid,Consumption,338.4,Litre
SM0001429,PO000660,M001,Cast Iron,Consumption,8036.0,Kg
SM0001430,PO000660,M015,Protective Coating,Consumption,172.2,Litre
SM0001431,PO000661,M001,Cast Iron,Consumption,16380.0,Kg
SM0001432,PO000661,M010,Lubricating Oil,Consumption,145.6,Litre
SM0001433,PO000661,M011,Industrial Coolant,Consumption,291.2,Litre
SM0001434,PO000662,M002,Forged Steel,Consumption,7876.0,Kg
SM0001435,PO000662,M010,Lubricating Oil,Consumption,107.4,Litre
SM0001436,PO000663,M004,Aluminium Alloy,Consumption,6160.0,Kg
SM0001437,PO000663,M011,Industrial Coolant,Consumption,192.5,Litre
SM0001438,PO000664,M003,Stainless Steel,Consumption,3624.0,Kg
SM0001439,PO000664,M012,Electronic Sensors,Consumption,906.0,Piece
SM0001440,PO000665,M002,Forged Steel,Consumption,3852.0,Kg
SM0001441,PO000665,M014,Hydraulic Fluid,Consumption,385.2,Litre
SM0001442,PO000666,M001,Cast Iron,Consumption,7476.0,Kg
SM0001443,PO000666,M015,Protective Coating,Consumption,160.2,Litre
SM0001444,PO000667,M001,Cast Iron,Consumption,18135.0,Kg
SM0001445,PO000667,M010,Lubricating Oil,Consumption,161.2,Litre
SM0001446,PO000667,M011,Industrial Coolant,Consumption,322.4,Litre
SM0001447,PO000668,M002,Forged Steel,Consumption,7194.0,Kg
SM0001448,PO000668,M010,Lubricating Oil,Consumption,98.1,Litre
SM0001449,PO000669,M004,Aluminium Alloy,Consumption,5488.0,Kg
SM0001450,PO000669,M011,Industrial Coolant,Consumption,171.5,Litre
SM0001451,PO000670,M003,Stainless Steel,Consumption,3504.0,Kg
SM0001452,PO000670,M012,Electronic Sensors,Consumption,876.0,Piece
SM0001453,PO000671,M002,Forged Steel,Consumption,3264.0,Kg
SM0001454,PO000671,M014,Hydraulic Fluid,Consumption,326.4,Litre
SM0001455,PO000672,M001,Cast Iron,Consumption,7812.0,Kg
SM0001456,PO000672,M015,Protective Coating,Consumption,167.4,Litre
SM0001457,PO000673,M001,Cast Iron,Consumption,18675.0,Kg
SM0001458,PO000673,M010,Lubricating Oil,Consumption,166.0,Litre
SM0001459,PO000673,M011,Industrial Coolant,Consumption,332.0,Litre
SM0001460,PO000674,M002,Forged Steel,Consumption,6600.0,Kg
SM0001461,PO000674,M010,Lubricating Oil,Consumption,90.0,Litre
SM0001462,PO000675,M004,Aluminium Alloy,Consumption,5792.0,Kg
SM0001463,PO000675,M011,Industrial Coolant,Consumption,181.0,Litre
SM0001464,PO000676,M003,Stainless Steel,Consumption,3720.0,Kg
SM0001465,PO000676,M012,Electronic Sensors,Consumption,930.0,Piece
SM0001466,PO000677,M002,Forged Steel,Consumption,4020.0,Kg
SM0001467,PO000677,M014,Hydraulic Fluid,Consumption,402.0,Litre
SM0001468,PO000678,M001,Cast Iron,Consumption,7924.0,Kg
SM0001469,PO000678,M015,Protective Coating,Consumption,169.8,Litre
SM0001470,PO000679,M001,Cast Iron,Consumption,17595.0,Kg
SM0001471,PO000679,M010,Lubricating Oil,Consumption,156.4,Litre
SM0001472,PO000679,M011,Industrial Coolant,Consumption,312.8,Litre
SM0001473,PO000680,M002,Forged Steel,Consumption,7260.0,Kg
SM0001474,PO000680,M010,Lubricating Oil,Consumption,99.0,Litre
SM0001475,PO000681,M004,Aluminium Alloy,Consumption,6512.0,Kg
SM0001476,PO000681,M011,Industrial Coolant,Consumption,203.5,Litre
SM0001477,PO000682,M003,Stainless Steel,Consumption,3288.0,Kg
SM0001478,PO000682,M012,Electronic Sensors,Consumption,822.0,Piece
SM0001479,PO000683,M002,Forged Steel,Consumption,4032.0,Kg
SM0001480,PO000683,M014,Hydraulic Fluid,Consumption,403.2,Litre
SM0001481,PO000684,M001,Cast Iron,Consumption,7504.0,Kg
SM0001482,PO000684,M015,Protective Coating,Consumption,160.8,Litre
SM0001483,PO000685,M001,Cast Iron,Consumption,16785.0,Kg
SM0001484,PO000685,M010,Lubricating Oil,Consumption,149.2,Litre
SM0001485,PO000685,M011,Industrial Coolant,Consumption,298.4,Litre
SM0001486,PO000686,M002,Forged Steel,Consumption,6600.0,Kg
SM0001487,PO000686,M010,Lubricating Oil,Consumption,90.0,Litre
SM0001488,PO000687,M004,Aluminium Alloy,Consumption,5760.0,Kg
SM0001489,PO000687,M011,Industrial Coolant,Consumption,180.0,Litre
SM0001490,PO000688,M003,Stainless Steel,Consumption,3352.0,Kg
SM0001491,PO000688,M012,Electronic Sensors,Consumption,838.0,Piece
SM0001492,PO000689,M002,Forged Steel,Consumption,3324.0,Kg
SM0001493,PO000689,M014,Hydraulic Fluid,Consumption,332.4,Litre
SM0001494,PO000690,M001,Cast Iron,Consumption,6748.0,Kg
SM0001495,PO000690,M015,Protective Coating,Consumption,144.6,Litre
SM0001496,PO000691,M001,Cast Iron,Consumption,18765.0,Kg
SM0001497,PO000691,M010,Lubricating Oil,Consumption,166.8,Litre
SM0001498,PO000691,M011,Industrial Coolant,Consumption,333.6,Litre
SM0001499,PO000692,M002,Forged Steel,Consumption,6644.0,Kg
SM0001500,PO000692,M010,Lubricating Oil,Consumption,90.6,Litre
SM0001501,PO000693,M004,Aluminium Alloy,Consumption,5376.0,Kg
SM0001502,PO000693,M011,Industrial Coolant,Consumption,168.0,Litre
SM0001503,PO000694,M003,Stainless Steel,Consumption,3552.0,Kg
SM0001504,PO000694,M012,Electronic Sensors,Consumption,888.0,Piece
SM0001505,PO000695,M002,Forged Steel,Consumption,3252.0,Kg
SM0001506,PO000695,M014,Hydraulic Fluid,Consumption,325.2,Litre
SM0001507,PO000696,M001,Cast Iron,Consumption,7168.0,Kg
SM0001508,PO000696,M015,Protective Coating,Consumption,153.6,Litre
SM0001509,PO000697,M001,Cast Iron,Consumption,19665.0,Kg
SM0001510,PO000697,M010,Lubricating Oil,Consumption,174.8,Litre
SM0001511,PO000697,M011,Industrial Coolant,Consumption,349.6,Litre
SM0001512,PO000698,M002,Forged Steel,Consumption,8206.0,Kg
SM0001513,PO000698,M010,Lubricating Oil,Consumption,111.9,Litre
SM0001514,PO000699,M004,Aluminium Alloy,Consumption,5536.0,Kg
SM0001515,PO000699,M011,Industrial Coolant,Consumption,173.0,Litre
SM0001516,PO000700,M003,Stainless Steel,Consumption,3712.0,Kg
SM0001517,PO000700,M012,Electronic Sensors,Consumption,928.0,Piece
SM0001518,PO000701,M002,Forged Steel,Consumption,3480.0,Kg
SM0001519,PO000701,M014,Hydraulic Fluid,Consumption,348.0,Litre
SM0001520,PO000702,M001,Cast Iron,Consumption,7812.0,Kg
SM0001521,PO000702,M015,Protective Coating,Consumption,167.4,Litre
SM0001522,PO000703,M001,Cast Iron,Consumption,16965.0,Kg
SM0001523,PO000703,M010,Lubricating Oil,Consumption,150.8,Litre
SM0001524,PO000703,M011,Industrial Coolant,Consumption,301.6,Litre
SM0001525,PO000704,M002,Forged Steel,Consumption,7854.0,Kg
SM0001526,PO000704,M010,Lubricating Oil,Consumption,107.1,Litre
SM0001527,PO000705,M004,Aluminium Alloy,Consumption,5680.0,Kg
SM0001528,PO000705,M011,Industrial Coolant,Consumption,177.5,Litre
SM0001529,PO000706,M003,Stainless Steel,Consumption,3208.0,Kg
SM0001530,PO000706,M012,Electronic Sensors,Consumption,802.0,Piece
SM0001531,PO000707,M002,Forged Steel,Consumption,3972.0,Kg
SM0001532,PO000707,M014,Hydraulic Fluid,Consumption,397.2,Litre
SM0001533,PO000708,M001,Cast Iron,Consumption,7448.0,Kg
SM0001534,PO000708,M015,Protective Coating,Consumption,159.6,Litre
SM0001535,PO000709,M001,Cast Iron,Consumption,19665.0,Kg
SM0001536,PO000709,M010,Lubricating Oil,Consumption,174.8,Litre
SM0001537,PO000709,M011,Industrial Coolant,Consumption,349.6,Litre
SM0001538,PO000710,M002,Forged Steel,Consumption,7612.0,Kg
SM0001539,PO000710,M010,Lubricating Oil,Consumption,103.8,Litre
SM0001540,PO000711,M004,Aluminium Alloy,Consumption,5920.0,Kg
SM0001541,PO000711,M011,Industrial Coolant,Consumption,185.0,Litre
SM0001542,PO000712,M003,Stainless Steel,Consumption,3544.0,Kg
SM0001543,PO000712,M012,Electronic Sensors,Consumption,886.0,Piece
SM0001544,PO000713,M002,Forged Steel,Consumption,3900.0,Kg
SM0001545,PO000713,M014,Hydraulic Fluid,Consumption,390.0,Litre
SM0001546,PO000714,M001,Cast Iron,Consumption,6860.0,Kg
SM0001547,PO000714,M015,Protective Coating,Consumption,147.0,Litre
SM0001548,PO000715,M001,Cast Iron,Consumption,18720.0,Kg
SM0001549,PO000715,M010,Lubricating Oil,Consumption,166.4,Litre
SM0001550,PO000715,M011,Industrial Coolant,Consumption,332.8,Litre
SM0001551,PO000716,M002,Forged Steel,Consumption,7370.0,Kg
SM0001552,PO000716,M010,Lubricating Oil,Consumption,100.5,Litre
SM0001553,PO000717,M004,Aluminium Alloy,Consumption,6128.0,Kg
SM0001554,PO000717,M011,Industrial Coolant,Consumption,191.5,Litre
SM0001555,PO000718,M003,Stainless Steel,Consumption,3776.0,Kg
SM0001556,PO000718,M012,Electronic Sensors,Consumption,944.0,Piece
SM0001557,PO000719,M002,Forged Steel,Consumption,3660.0,Kg
SM0001558,PO000719,M014,Hydraulic Fluid,Consumption,366.0,Litre
SM0001559,PO000720,M001,Cast Iron,Consumption,6720.0,Kg
SM0001560,PO000720,M015,Protective Coating,Consumption,144.0,Litre
SM0001561,PO000721,M001,Cast Iron,Consumption,17640.0,Kg
SM0001562,PO000721,M010,Lubricating Oil,Consumption,156.8,Litre
SM0001563,PO000721,M011,Industrial Coolant,Consumption,313.6,Litre
SM0001564,PO000722,M002,Forged Steel,Consumption,7766.0,Kg
SM0001565,PO000722,M010,Lubricating Oil,Consumption,105.9,Litre
SM0001566,PO000723,M004,Aluminium Alloy,Consumption,6176.0,Kg
SM0001567,PO000723,M011,Industrial Coolant,Consumption,193.0,Litre
SM0001568,PO000724,M003,Stainless Steel,Consumption,3216.0,Kg
SM0001569,PO000724,M012,Electronic Sensors,Consumption,804.0,Piece
SM0001570,PO000725,M002,Forged Steel,Consumption,3876.0,Kg
SM0001571,PO000725,M014,Hydraulic Fluid,Consumption,387.6,Litre
SM0001572,PO000726,M001,Cast Iron,Consumption,7952.0,Kg
SM0001573,PO000726,M015,Protective Coating,Consumption,170.4,Litre
SM0001574,PO000727,M001,Cast Iron,Consumption,19755.0,Kg
SM0001575,PO000727,M010,Lubricating Oil,Consumption,175.6,Litre
SM0001576,PO000727,M011,Industrial Coolant,Consumption,351.2,Litre
SM0001577,PO000728,M002,Forged Steel,Consumption,7634.0,Kg
SM0001578,PO000728,M010,Lubricating Oil,Consumption,104.1,Litre
SM0001579,PO000729,M004,Aluminium Alloy,Consumption,5616.0,Kg
SM0001580,PO000729,M011,Industrial Coolant,Consumption,175.5,Litre
SM0001581,PO000730,M003,Stainless Steel,Consumption,3784.0,Kg
SM0001582,PO000730,M012,Electronic Sensors,Consumption,946.0,Piece
SM0001583,PO000731,M002,Forged Steel,Consumption,3264.0,Kg
SM0001584,PO000731,M014,Hydraulic Fluid,Consumption,326.4,Litre
SM0001585,PO000732,M001,Cast Iron,Consumption,7000.0,Kg
SM0001586,PO000732,M015,Protective Coating,Consumption,150.0,Litre
SM0001587,PO000733,M001,Cast Iron,Consumption,18045.0,Kg
SM0001588,PO000733,M010,Lubricating Oil,Consumption,160.4,Litre
SM0001589,PO000733,M011,Industrial Coolant,Consumption,320.8,Litre
SM0001590,PO000734,M002,Forged Steel,Consumption,6688.0,Kg
SM0001591,PO000734,M010,Lubricating Oil,Consumption,91.2,Litre
SM0001592,PO000735,M004,Aluminium Alloy,Consumption,6192.0,Kg
SM0001593,PO000735,M011,Industrial Coolant,Consumption,193.5,Litre
SM0001594,PO000736,M003,Stainless Steel,Consumption,3608.0,Kg
SM0001595,PO000736,M012,Electronic Sensors,Consumption,902.0,Piece
SM0001596,PO000737,M002,Forged Steel,Consumption,3432.0,Kg
SM0001597,PO000737,M014,Hydraulic Fluid,Consumption,343.2,Litre
SM0001598,PO000738,M001,Cast Iron,Consumption,7308.0,Kg
SM0001599,PO000738,M015,Protective Coating,Consumption,156.6,Litre
SM0001600,PO000739,M001,Cast Iron,Consumption,17550.0,Kg
SM0001601,PO000739,M010,Lubricating Oil,Consumption,156.0,Litre
SM0001602,PO000739,M011,Industrial Coolant,Consumption,312.0,Litre
SM0001603,PO000740,M002,Forged Steel,Consumption,6688.0,Kg
SM0001604,PO000740,M010,Lubricating Oil,Consumption,91.2,Litre
SM0001605,PO000741,M004,Aluminium Alloy,Consumption,6288.0,Kg
SM0001606,PO000741,M011,Industrial Coolant,Consumption,196.5,Litre
SM0001607,PO000742,M003,Stainless Steel,Consumption,3736.0,Kg
SM0001608,PO000742,M012,Electronic Sensors,Consumption,934.0,Piece
SM0001609,PO000743,M002,Forged Steel,Consumption,3600.0,Kg
SM0001610,PO000743,M014,Hydraulic Fluid,Consumption,360.0,Litre
SM0001611,PO000744,M001,Cast Iron,Consumption,6972.0,Kg
SM0001612,PO000744,M015,Protective Coating,Consumption,149.4,Litre
SM0001613,PO000745,M001,Cast Iron,Consumption,19800.0,Kg
SM0001614,PO000745,M010,Lubricating Oil,Consumption,176.0,Litre
SM0001615,PO000745,M011,Industrial Coolant,Consumption,352.0,Litre
SM0001616,PO000746,M002,Forged Steel,Consumption,6952.0,Kg
SM0001617,PO000746,M010,Lubricating Oil,Consumption,94.8,Litre
SM0001618,PO000747,M004,Aluminium Alloy,Consumption,6176.0,Kg
SM0001619,PO000747,M011,Industrial Coolant,Consumption,193.0,Litre
SM0001620,PO000748,M003,Stainless Steel,Consumption,3608.0,Kg
SM0001621,PO000748,M012,Electronic Sensors,Consumption,902.0,Piece
SM0001622,PO000749,M002,Forged Steel,Consumption,3684.0,Kg
SM0001623,PO000749,M014,Hydraulic Fluid,Consumption,368.4,Litre
SM0001624,PO000750,M001,Cast Iron,Consumption,7812.0,Kg
SM0001625,PO000750,M015,Protective Coating,Consumption,167.4,Litre
SM0001626,PO000751,M001,Cast Iron,Consumption,18990.0,Kg
SM0001627,PO000751,M010,Lubricating Oil,Consumption,168.8,Litre
SM0001628,PO000751,M011,Industrial Coolant,Consumption,337.6,Litre
SM0001629,PO000752,M002,Forged Steel,Consumption,7040.0,Kg
SM0001630,PO000752,M010,Lubricating Oil,Consumption,96.0,Litre
SM0001631,PO000753,M004,Aluminium Alloy,Consumption,6528.0,Kg
SM0001632,PO000753,M011,Industrial Coolant,Consumption,204.0,Litre
SM0001633,PO000754,M003,Stainless Steel,Consumption,3688.0,Kg
SM0001634,PO000754,M012,Electronic Sensors,Consumption,922.0,Piece
SM0001635,PO000755,M002,Forged Steel,Consumption,3504.0,Kg
SM0001636,PO000755,M014,Hydraulic Fluid,Consumption,350.4,Litre
SM0001637,PO000756,M001,Cast Iron,Consumption,7952.0,Kg
SM0001638,PO000756,M015,Protective Coating,Consumption,170.4,Litre
SM0001639,PO000757,M001,Cast Iron,Consumption,18000.0,Kg
SM0001640,PO000757,M010,Lubricating Oil,Consumption,160.0,Litre
SM0001641,PO000757,M011,Industrial Coolant,Consumption,320.0,Litre
SM0001642,PO000758,M002,Forged Steel,Consumption,7634.0,Kg
SM0001643,PO000758,M010,Lubricating Oil,Consumption,104.1,Litre
